"centroid_x","centroid_y","whaleshark"
-22.2916666666667,23.125,0
-22.7083333333333,22.9583333333333,0
-20.4583333333333,22.9583333333333,0
-21.7916666666667,22.875,0
-21.875,22.7916666666667,0
-22.2916666666667,22.2916666666667,0
-21.375,22.125,0
-21.2083333333333,21.9583333333333,0
-24.375,21.7083333333333,0
-21.4583333333333,21.625,0
-21.125,21.625,0
-24.2083333333333,21.5416666666667,0
-24.125,21.5416666666667,0
-23.875,21.4583333333333,0
-21.125,21.4583333333333,0
-23.9583333333333,21.375,0
-23.875,21.375,0
-23.9583333333333,21.2916666666667,0
-22.9583333333333,21.2916666666667,0
-24.7083333333333,21.0416666666667,0
-22.125,21.0416666666667,0
-21.4583333333333,20.875,0
-20.625,20.7916666666667,0
-20.7916666666667,20.7083333333333,0
-20.375,20.7083333333333,0
-19.0416666666667,20.7083333333333,0
-18.9583333333333,20.7083333333333,0
-18.7916666666667,20.7083333333333,0
-18.4583333333333,20.7083333333333,0
-18.2083333333333,20.7083333333333,0
-17.7083333333333,20.7083333333333,0
-21.875,20.625,0
-19.875,20.625,0
-19.2083333333333,20.625,0
-18.9583333333333,20.625,0
-18.7916666666667,20.625,0
-18.7083333333333,20.625,0
-18.375,20.625,0
-17.875,20.625,0
-17.7916666666667,20.625,0
-25.2083333333333,20.5416666666667,0
-21.2083333333333,20.5416666666667,0
-20.5416666666667,20.5416666666667,0
-20.2083333333333,20.5416666666667,0
-19.4583333333333,20.5416666666667,0
-19.2916666666667,20.5416666666667,0
-19.2083333333333,20.5416666666667,0
-19.125,20.5416666666667,0
-18.7083333333333,20.5416666666667,0
-18.4583333333333,20.5416666666667,0
-18.125,20.5416666666667,0
-17.9583333333333,20.5416666666667,0
-20.875,20.4583333333333,0
-20.2916666666667,20.4583333333333,0
-19.9583333333333,20.4583333333333,0
-19.375,20.4583333333333,0
-19.125,20.4583333333333,0
-18.9583333333333,20.4583333333333,0
-18.875,20.4583333333333,0
-18.7083333333333,20.4583333333333,0
-18.4583333333333,20.4583333333333,0
-18.2083333333333,20.4583333333333,0
-17.9583333333333,20.4583333333333,0
-23.7916666666667,20.375,0
-19.375,20.375,0
-18.9583333333333,20.375,0
-18.7083333333333,20.375,0
-18.375,20.375,0
-18.2916666666667,20.375,0
-18.2083333333333,20.375,0
-22.875,20.2916666666667,0
-20.9583333333333,20.2916666666667,0
-19.625,20.2916666666667,0
-19.125,20.2916666666667,0
-19.0416666666667,20.2916666666667,0
-18.7916666666667,20.2916666666667,0
-18.7083333333333,20.2916666666667,0
-18.5416666666667,20.2916666666667,0
-18.2083333333333,20.2916666666667,0
-22.0416666666667,20.2083333333333,0
-20.2083333333333,20.2083333333333,0
-19.4583333333333,20.2083333333333,0
-19.375,20.2083333333333,0
-19.2083333333333,20.2083333333333,0
-18.9583333333333,20.2083333333333,0
-18.7083333333333,20.2083333333333,0
-18.2916666666667,20.2083333333333,0
-22.2916666666667,20.125,0
-21.5416666666667,20.125,0
-20.375,20.125,0
-19.9583333333333,20.125,0
-19.875,20.125,0
-19.2916666666667,20.125,0
-18.9583333333333,20.125,0
-18.875,20.125,0
-18.7916666666667,20.125,0
-18.4583333333333,20.125,0
-18.2916666666667,20.125,0
